"shapeid","x","y" 
"7741","-71.3270929177","41.9993569055"
"7741","-71.3269282336","41.9996480462"
"7742","-71.2896499069","41.9888035661"
"7742","-71.2906711626","41.9925919176"
"7743","-71.3522758973","41.9492990556"
"7743","-71.3461975093","41.9490619269"
"7744","-71.3455611658","41.9490719609"
"7744","-71.3400777262","41.949446473"
"7745","-71.3410627233","41.9610864408"
"7745","-71.3399546876","41.9638382411"
"7746","-71.2898281995","41.986605382"
"7746","-71.2896481353","41.9873078449"
"7747","-71.3298952617","41.9732378667"
"7747","-71.3297738695","41.9735128552"
"7748","-71.3308087737","41.9719804401"
"7748","-71.3298952617","41.9732378667"
"7749","-71.3314261298","41.9714923565"
"7749","-71.3308087737","41.9719804401"
"7750","-71.2911067536","41.9840383891"
"7750","-71.2908504038","41.9845308569"
"7751","-71.2908504038","41.9845308569"
"7751","-71.2902432438","41.985682176"
"7752","-71.3425283663","41.9574365107"
"7752","-71.3410627233","41.9610864408"
"7753","-71.2909454312","41.9726679885"
"7753","-71.2908981213","41.9743126732"
"7754","-71.2908981213","41.9743126732"
"7754","-71.2929261779","41.9789671723"
"7755","-71.339410477","41.9654038227"
"7755","-71.3393736825","41.965511491"
"7756","-71.3395977181","41.9647971642"
"7756","-71.339410477","41.9654038227"
"7757","-71.345423816","41.9499592332"
"7757","-71.3446236151","41.951949807"
"7758","-71.3472447751","41.9453766436"
"7758","-71.3472075878","41.9454678667"
"7759","-71.329498975","41.9743870214"
"7759","-71.3294294347","41.9749241813"
"7760","-71.0208448543","42.4273036001"
"7760","-71.0215187272","42.4268011224"
"7761","-71.3731585002","41.9695842823"
"7761","-71.3716890704","41.9686635683"
"7762","-71.2973699234","42.003616216"
"7762","-71.2975853065","42.0038557498"
"7763","-71.2975853065","42.0038557498"
"7763","-71.2981217624","42.0043755171"
"7764","-71.3529727346","41.9310756871"
"7764","-71.3528869304","41.9312689878"
"7765","-71.3297090707","41.996977807"
"7765","-71.3298312354","41.9973966068"
"7766","-71.3399546876","41.9638382411"
"7766","-71.3395977181","41.9647971642"
"7767","-71.3294294347","41.9749241813"
"7767","-71.3294321108","41.9765279136"
"7768","-71.3294321108","41.9765279136"
"7768","-71.3294735425","41.9774650488"
"7769","-71.3400777262","41.949446473"
"7769","-71.3350306749","41.9502609094"
"7770","-71.3008665722","42.0062580868"
"7770","-71.3030780797","42.0081093415"
"7771","-71.3813985731","41.9528453546"
"7771","-71.3681207585","41.9504152506"
"7771","-71.3522758973","41.9492990556"
"7772","-71.3350306749","41.9502609094"
"7772","-71.3269458501","41.9519927317"
"7772","-71.3176998301","41.953431579"
"7773","-71.3461975093","41.9490619269"
"7773","-71.3457757773","41.9490654883"
"7773","-71.3455611658","41.9490719609"
"7774","-71.3472075878","41.9454678667"
"7774","-71.3468333442","41.9463827903"
"7775","-71.011984167","42.4031102748"
"7775","-71.013512945","42.4035209225"
"7776","-71.0023803188","42.4180822737"
"7776","-71.0019662817","42.4190099912"
"7777","-71.3743260323","41.9703222934"
"7777","-71.3731585002","41.9695842823"
"7778","-71.3761011076","41.9711561894"
"7778","-71.3743260323","41.9703222934"
"7779","-71.295476084","41.9694134489"
"7779","-71.2947070686","41.9740545729"
"7780","-71.329380936","41.9932971607"
"7780","-71.3294392999","41.9931222442"
"7781","-71.329380936","41.9932971607"
"7781","-71.3294154962","41.9944755252"
"7782","-71.3477517605","41.9440718278"
"7782","-71.3472447751","41.9453766436"
"7783","-71.348938148","41.9411264789"
"7783","-71.3484756054","41.9423762124"
"7784","-71.3472679573","41.945769608"
"7784","-71.347379348","41.945488895"
"7785","-71.3459854717","41.9485383758"
"7785","-71.3458074874","41.9489856359"
"7785","-71.3457071923","41.94923816"
"7785","-71.3456467048","41.9493922596"
"7785","-71.345423816","41.9499592332"
"7786","-71.345453689","41.9493954146"
"7786","-71.3456467048","41.9493922596"
"7786","-71.3459062622","41.9493864606"
"7786","-71.346045778","41.9493828087"
"7787","-71.3520867929","41.9495801751"
"7787","-71.3675605784","41.9506796669"
"7787","-71.3813982188","41.9531676807"
"7788","-71.3170880262","41.953855269"
"7788","-71.3249247437","41.9526769882"
"7788","-71.3399857554","41.9497755578"
"7789","-71.2909481965","41.9991299906"
"7789","-71.2920317088","41.9966070384"
"7789","-71.2922099162","41.9960643923"
"7789","-71.2923582348","41.9956188423"
"7789","-71.2927454411","41.994172973"
"7789","-71.2929810254","41.9929992758"
"7789","-71.2952351429","41.9739912054"
"7790","-71.346045778","41.9493828087"
"7790","-71.3520867929","41.9495801751"
"7791","-71.3399857554","41.9497755578"
"7791","-71.345453689","41.9493954146"
"7792","-71.3490986773","41.9411871714"
"7792","-71.3506745678","41.936094348"
"7793","-71.3436523782","41.9548000969"
"7793","-71.3444220458","41.9529131755"
"7794","-71.3449223563","41.951616242"
"7794","-71.3455174544","41.9500791572"
"7794","-71.3458481371","41.949243412"
"7795","-71.3296695405","41.9967211166"
"7795","-71.3297090707","41.996977807"
"7796","-71.3470158314","41.9463603454"
"7796","-71.3472679573","41.945769608"
"7797","-71.2837175972","42.0081132226"
"7797","-71.2880531896","42.0036458683"
"7798","-70.9046454932","42.1319359698"
"7798","-70.903308064","42.1342367394"
"7799","-71.0384621816","42.5756126202"
"7799","-71.0370202559","42.5753196477"
"7800","-71.1077835359","42.5645731033"
"7800","-71.1080123486","42.5653665905"
"7801","-71.1305444911","42.5831158302"
"7801","-71.1267126006","42.5846221417"
"7802","-71.1218079785","42.5846011885"
"7802","-71.121570753","42.5845773415"
"7803","-71.0772556042","42.574413523"
"7803","-71.0769178213","42.5745134253"
"7804","-71.0769178213","42.5745134253"
"7804","-71.0766223436","42.5745271462"
"7805","-71.0843538668","42.5734495344"
"7805","-71.080255148","42.5738060511"
"7806","-71.080255148","42.5738060511"
"7806","-71.0792670761","42.5739976908"
"7807","-71.085514143","42.5735981797"
"7807","-71.0843538668","42.5734495344"
"7808","-71.2141375036","42.3185381632"
"7808","-71.2125180305","42.3187866736"
"7809","-71.2324614297","42.3463512264"
"7809","-71.2319615057","42.3466525904"
"7810","-71.1070170418","42.5763708736"
"7810","-71.1059150085","42.5756795581"
"7811","-70.8917883392","42.1663946595"
"7811","-70.8910872063","42.1666153627"
"7812","-70.9073336881","42.1308953363"
"7812","-70.9071763105","42.1309945994"
"7813","-71.1155612422","42.587639099"
"7813","-71.1163180207","42.5890600468"
"7814","-71.1163180207","42.5890600468"
"7814","-71.1168740756","42.5901230462"
"7815","-71.1120605074","42.5799776343"
"7815","-71.1122131697","42.5805014081"
"7816","-71.1114236454","42.5778166103"
"7816","-71.1120605074","42.5799776343"
"7817","-71.1004835804","42.5725004829"
"7817","-71.0979208","42.5723571126"
"7818","-71.0370202559","42.5753196477"
"7818","-71.0353874837","42.5749591792"
"7819","-71.2541282498","42.3311322145"
"7819","-71.2551004998","42.3324656999"
"7820","-71.1833443106","42.3567197294"
"7820","-71.1769042322","42.3577506255"
"7821","-71.1908318163","42.355257838"
"7821","-71.1833443106","42.3567197294"
"7822","-71.1754522354","42.3202910657"
"7822","-71.1722363675","42.3212208577"
"7823","-71.1722363675","42.3212208577"
"7823","-71.1703503045","42.3216939432"
"7824","-71.216033572","42.3182822472"
"7824","-71.2141375036","42.3185381632"
"7825","-71.0865235924","42.5738067359"
"7825","-71.085514143","42.5735981797"
"7826","-71.2049143332","42.3192248627"
"7826","-71.2040838442","42.3191996566"
"7827","-71.1724135346","42.3370970676"
"7827","-71.1721129907","42.3372110013"
"7828","-71.1787618862","42.3361037998"
"7828","-71.1785458306","42.3360998676"
"7829","-71.1811459234","42.3363593667"
"7829","-71.1787618862","42.3361037998"
"7830","-71.236415495","42.3431956359"
"7830","-71.2346222355","42.3446893605"
"7831","-71.0766223436","42.5745271462"
"7831","-71.0750692014","42.5744088809"
"7832","-71.230402605","42.3475958813"
"7832","-71.230020062","42.3476323897"
"7832","-71.2295747303","42.3476721783"
"7832","-71.2290616182","42.3477174153"
"7832","-71.2278404285","42.3478250756"
"7832","-71.2270334215","42.3478940556"
"7833","-71.25620721","42.342610422"
"7833","-71.2535374564","42.3437639124"
"7833","-71.2503791316","42.3455244857"
"7833","-71.2483605142","42.345947125"
"7833","-71.2473558476","42.3460446699"
"7833","-71.2467957293","42.3460897494"
"7833","-71.2413016034","42.3465923683"
"7833","-71.2402193652","42.3466900922"
"7833","-71.2386343673","42.3468401106"
"7833","-71.2349895694","42.3470049496"
"7833","-71.2322422393","42.347376819"
"7833","-71.2316482111","42.3474463281"
"7833","-71.2311061508","42.3475092116"
"7833","-71.230402605","42.3475958813"
"7834","-71.2609500496","42.3409870451"
"7834","-71.25620721","42.342610422"
"7835","-71.2551004998","42.3324656999"
"7835","-71.2585953846","42.336829293"
"7836","-71.2518771052","42.3282062986"
"7836","-71.2518008376","42.3282558613"
"7836","-71.2513500944","42.328568373"
"7837","-71.2523262458","42.3279829657"
"7837","-71.2520854648","42.3280708883"
"7837","-71.2518771052","42.3282062986"
"7838","-71.232112573","42.3477057063"
"7838","-71.2321162893","42.3475927463"
"7838","-71.232100856","42.3473956235"
"7838","-71.2320405234","42.3471214694"
"7838","-71.231992631","42.346953108"
"7838","-71.2320062352","42.3468017189"
"7838","-71.2322567529","42.3465595405"
"7839","-71.2405888841","42.3383362689"
"7839","-71.2401645305","42.3390903828"
"7840","-71.2084849761","42.3193174335"
"7840","-71.2049143332","42.3192248627"
"7841","-71.2116995351","42.3189228154"
"7841","-71.2084849761","42.3193174335"
"7842","-71.2289806096","42.3482013833"
"7842","-71.2284187098","42.3488668304"
"7843","-71.0621827331","41.9138990144"
"7843","-71.0580659367","41.9144999676"
"7844","-71.2491928209","42.3236381397"
"7844","-71.2503024842","42.326600017"
"7845","-71.2028996436","42.3192984488"
"7845","-71.2083950062","42.3194064358"
"7846","-71.2003702356","42.3192288612"
"7846","-71.2020024216","42.3192758668"
"7847","-71.1985526626","42.3191852825"
"7847","-71.2003702356","42.3192288612"
"7848","-71.1963738552","42.3191317193"
"7848","-71.1985526626","42.3191852825"
"7849","-71.1676377864","42.3226005919"
"7849","-71.1703047783","42.3218639031"
"7850","-71.1832679551","42.3191807536"
"7850","-71.1870195718","42.3187105009"
"7851","-71.2083950062","42.3194064358"
"7851","-71.2096133305","42.3192953482"
"7852","-71.2145355074","42.3185941989"
"7852","-71.2170813992","42.318237566"
"7853","-71.1819799016","42.3192683496"
"7853","-71.182210862","42.3192513617"
"7854","-71.182210862","42.3192513617"
"7854","-71.1832679551","42.3191807536"
"7855","-71.2322567529","42.3465595405"
"7855","-71.2324614297","42.3463512264"
"7856","-71.3015700019","42.0887900031"
"7856","-71.3004600045","42.0897299998"
"7857","-71.3004600045","42.0897299998"
"7857","-71.2988500014","42.0910600027"
"7858","-71.2924701945","42.0963709355"
"7858","-71.2907023087","42.0982230932"
"7859","-71.0622407201","41.913854337"
"7859","-71.0621827331","41.9138990144"
"7860","-71.0624488599","41.9136918972"
"7860","-71.0622407201","41.913854337"
"7861","-71.0166016804","41.941936828"
"7861","-71.0192699375","41.945394"
"7862","-71.2103377291","42.3553824588"
"7862","-71.2090173082","42.355845533"
"7863","-71.2105275832","42.355303548"
"7863","-71.2103377291","42.3553824588"
"7864","-71.2257096288","42.3496293588"
"7864","-71.2247761694","42.3499908381"
"7865","-70.9172837091","42.535935135"
"7865","-70.9167773552","42.535506074"
"7866","-70.9157590406","42.5346400491"
"7866","-70.9151509988","42.5341243817"
"7867","-71.3377100019","42.1323100015"
"7867","-71.3406100023","42.1333400001"
"7867","-71.3424500006","42.1368200026"
"7868","-70.9191415685","42.5416628353"
"7868","-70.9192341745","42.5420791082"
"7869","-70.9887528077","42.5213222265"
"7869","-70.9841574995","42.5225459877"
"7870","-70.9841574995","42.5225459877"
"7870","-70.9790551662","42.5234639184"
"7870","-70.9746319961","42.5235220616"
"7870","-70.972145993","42.525495216"
"7870","-70.9721332855","42.5256048778"
"7870","-70.972123878","42.5257438571"
"7870","-70.9721225981","42.5258968204"
"7870","-70.9722464739","42.5264640163"
"7870","-70.9733294414","42.5276353651"
"7870","-70.9761735866","42.5288237192"
"7871","-70.9529486584","42.530169236"
"7871","-70.9523710499","42.5310343014"
"7872","-70.9939875232","42.5191281504"
"7872","-70.9934647924","42.5195372094"
"7873","-70.9352318174","42.5377759806"
"7873","-70.9339609528","42.5368327818"
"7874","-70.9339609528","42.5368327818"
"7874","-70.9330883932","42.5362260252"
"7875","-70.9285849185","42.5347971455"
"7875","-70.9284625284","42.5349322423"
"7876","-70.9284625284","42.5349322423"
"7876","-70.9276468381","42.5359067247"
"7877","-70.9406333972","42.5418992348"
"7877","-70.9399546612","42.5413458377"
"7878","-70.9914068754","42.5318032864"
"7878","-70.9909450086","42.5325348066"
"7879","-70.9909450086","42.5325348066"
"7879","-70.9890399984","42.5359810844"
"7880","-70.9934647924","42.5195372094"
"7880","-70.9887528077","42.5213222265"
"7881","-70.9811399749","42.5321303903"
"7881","-70.9836915831","42.5360139094"
"7881","-70.9840839992","42.5414877968"
"7881","-70.9820446321","42.5465162083"
"7882","-70.9761735866","42.5288237192"
"7882","-70.9811399749","42.5321303903"
"7883","-70.9136931663","42.5328848498"
"7883","-70.9132974541","42.5325957722"
"7884","-70.9426546713","42.5438983881"
"7884","-70.9425525388","42.543788175"
"7885","-70.9873908719","42.5399189242"
"7885","-70.9879102031","42.5386783926"
"7886","-70.9870625226","42.5405936946"
"7886","-70.9873908719","42.5399189242"
"7887","-70.9969500445","42.5225457749"
"7887","-70.9993807955","42.5193807538"
"7888","-70.9892331144","42.5360680284"
"7888","-70.9935838769","42.5286229709"
"7889","-70.9388049339","42.5394836586"
"7889","-70.9426537618","42.5375864586"
"7890","-70.9399546612","42.5413458377"
"7890","-70.9399510412","42.5413428844"
"7891","-70.9409084105","42.5421350022"
"7891","-70.9406333972","42.5418992348"
"7892","-70.9376371355","42.5395737067"
"7892","-70.9362390948","42.5384229084"
"7893","-70.9418009044","42.5428734819"
"7893","-70.9409084105","42.5421350022"
"7894","-70.9425525388","42.543788175"
"7894","-70.9418671248","42.5429448641"
"7895","-70.9455245088","42.5457976059"
"7895","-70.9426546713","42.5438983881"
"7896","-70.9302919907","42.5351232011"
"7896","-70.9296248065","42.5348748764"
"7897","-70.9304735996","42.535190873"
"7897","-70.9302919907","42.5351232011"
"7898","-70.9319836533","42.5357760159"
"7898","-70.9304735996","42.535190873"
"7899","-70.9381074921","42.5398642101"
"7899","-70.937399793","42.5403986856"
"7900","-70.9383996775","42.5396442932"
"7900","-70.9381074921","42.5398642101"
"7901","-70.9379774274","42.5398663555"
"7901","-70.9376371355","42.5395737067"
"7902","-70.9384720689","42.5402559617"
"7902","-70.9383099603","42.5401314023"
"7902","-70.9380997757","42.5399677345"
"7902","-70.9379774274","42.5398663555"
"7903","-70.9358718255","42.5432056108"
"7903","-70.9361507976","42.5449600204"
"7904","-70.818065129","42.048812393"
"7904","-70.8156541838","42.0512902981"
"7905","-70.8156541838","42.0512902981"
"7905","-70.8154658673","42.0515823512"
"7906","-70.9803879808","42.5547582773"
"7906","-70.9810500581","42.553282032"
"7907","-70.980171312","42.5552389344"
"7907","-70.9803879808","42.5547582773"
"7908","-70.9799876057","42.5556207138"
"7908","-70.980171312","42.5552389344"
"7909","-70.979829294","42.5559485312"
"7909","-70.9799876057","42.5556207138"
"7910","-70.984797697","42.5452729612"
"7910","-70.9863502262","42.5420437302"
"7911","-70.9837239216","42.5475701833"
"7911","-70.984797697","42.5452729612"
"7912","-70.818520466","42.0392972042"
"7912","-70.8212152722","42.0388309696"
"7913","-70.8139531863","42.0389182128"
"7913","-70.818520466","42.0392972042"
"7914","-70.8010164142","42.0335165353"
"7914","-70.8010718006","42.0337481544"
"7915","-70.8212438392","42.0287476943"
"7915","-70.8212077276","42.029797522"
"7916","-70.8010718006","42.0337481544"
"7916","-70.803873346","42.0356571171"
"7917","-70.803873346","42.0356571171"
"7917","-70.8057383057","42.036267184"
"7918","-71.1292015451","42.6746052421"
"7918","-71.1281880224","42.6748819508"
"7919","-71.1255115749","42.675172836"
"7919","-71.124971996","42.6769523738"
"7920","-71.1255025036","42.676633395"
"7920","-71.124971996","42.6769523738"
"7921","-71.1249152788","42.6771156831"
"7921","-71.1242287006","42.6793208892"
"7922","-70.9452889861","42.5458216312"
"7922","-70.9453991213","42.5458676732"
"7923","-70.9565897952","42.5271371621"
"7923","-70.9606084023","42.5259223376"
"7923","-70.9636673278","42.5258256916"
"7924","-70.7980571948","42.1041476392"
"7924","-70.788828707","42.1044069622"
"7925","-70.7831517385","42.1046326717"
"7925","-70.781489519","42.1052637577"
"7926","-70.8076208481","42.1067042387"
"7926","-70.8086359266","42.1073764156"
"7927","-70.8058641252","42.1055678902"
"7927","-70.8076208481","42.1067042387"
"7928","-70.781489519","42.1052637577"
"7928","-70.7740995213","42.107192874"
"7929","-70.7740995213","42.107192874"
"7929","-70.7730999459","42.1074059988"
"7930","-70.7634011562","42.1079945439"
"7930","-70.7605163729","42.107292169"
"7931","-70.8190998913","42.0480690015"
"7931","-70.818065129","42.048812393"
"7932","-70.8197691466","42.0465018652"
"7932","-70.8190998913","42.0480690015"
"7933","-70.8154658673","42.0515823512"
"7933","-70.8141531566","42.0545484782"
"7934","-70.8141531566","42.0545484782"
"7934","-70.8138250117","42.054974183"
"7935","-70.8138250117","42.054974183"
"7935","-70.8111018052","42.0574703808"
"7936","-70.8111018052","42.0574703808"
"7936","-70.8107030947","42.0586558847"
"7937","-70.8019463643","42.074769261"
"7937","-70.8005490834","42.0754360015"
"7937","-70.7970577836","42.0794695881"
"7938","-70.7925330418","42.0917444939"
"7938","-70.793295577","42.0932522302"
"7939","-70.793295577","42.0932522302"
"7939","-70.7943012047","42.0950180596"
"7940","-70.8214281005","42.038764707"
"7940","-70.8212152722","42.0388309696"
"7941","-70.8276574774","42.0382680189"
"7941","-70.8283886147","42.038272257"
"7942","-70.8283886147","42.038272257"
"7942","-70.8297956267","42.0382693104"
"7943","-70.8087156495","42.0372182099"
"7943","-70.8139531863","42.0389182128"
"7944","-70.9354962325","42.5379534942"
"7944","-70.9364271668","42.5387051571"
"7945","-70.9722806081","42.5258520032"
"7945","-70.9760687635","42.5251861987"
"7945","-70.9828773385","42.5231822127"
"7946","-70.9664204966","42.5258756706"
"7946","-70.970273053","42.5259406962"
"7946","-70.9717807412","42.5258981592"
"7946","-70.9722806081","42.5258520032"
"7947","-70.9480177145","42.5355447082"
"7947","-70.949973061","42.5345691627"
"7948","-70.9426537618","42.5375864586"
"7948","-70.9480177145","42.5355447082"
"7949","-70.7905735791","42.0873281714"
"7949","-70.7909448936","42.0877051896"
"7950","-70.9424698208","42.543913812"
"7950","-70.9443527396","42.5453559918"
"7951","-70.9443527396","42.5453559918"
"7951","-70.9452889861","42.5458216312"
"7952","-70.9364271668","42.5387051571"
"7952","-70.9376371355","42.5395737067"
"7953","-70.9407699258","42.5422209814"
"7953","-70.9416554394","42.5430226219"
"7954","-70.9396486636","42.541282711"
"7954","-70.9407699258","42.5422209814"
"7955","-70.8037999395","42.0742121991"
"7955","-70.8019463643","42.074769261"
"7956","-70.8091921945","42.0724402189"
"7956","-70.8084124404","42.0726594741"
"7957","-70.8084124404","42.0726594741"
"7957","-70.8037999395","42.0742121991"
"7958","-70.8384824589","42.0425498442"
"7958","-70.8415719067","42.0435029078"
"7959","-71.1138089283","42.7162862643"
"7959","-71.1131197033","42.7170889715"
"7960","-71.114667865","42.7156732301"
"7960","-71.1138089283","42.7162862643"
"7961","-71.0651305826","42.6293867143"
"7961","-71.0578513058","42.6244078355"
"7962","-70.782792445","42.0788825455"
"7962","-70.7826040798","42.0783388992"
"7963","-70.7912840997","42.0882086705"
"7963","-70.791795536","42.0902120921"
"7964","-70.7986833832","42.0249871009"
"7964","-70.7994939149","42.0259318212"
"7965","-70.8207714989","42.0364362728"
"7965","-70.8212833803","42.0384262156"
"7966","-70.8205329007","42.0342182133"
"7966","-70.8207714989","42.0364362728"
"7967","-70.8211965207","42.0299989143"
"7967","-70.8205329007","42.0342182133"
"7968","-70.8220851629","42.024751152"
"7968","-70.822183507","42.0257207449"
"7969","-70.8218799471","42.0242592464"
"7969","-70.8220851629","42.024751152"
"7970","-70.8216465115","42.0237407116"
"7970","-70.8218799471","42.0242592464"
"7971","-70.79581108","42.0968145517"
"7971","-70.7975066351","42.0978845695"
"7972","-70.7950570919","42.096025481"
"7972","-70.7953675174","42.0963757171"
"7973","-70.8010079551","42.0331002843"
"7973","-70.8010164142","42.0335165353"
"7974","-70.7976121884","42.0236947044"
"7974","-70.7986833832","42.0249871009"
"7975","-70.8013219745","42.0315305048"
"7975","-70.8010079551","42.0331002843"
"7976","-70.8016442741","42.0293027468"
"7976","-70.8013219745","42.0315305048"
"7977","-70.8347316355","42.0586442662"
"7977","-70.835332737","42.0588527744"
"7978","-70.8037015741","42.1040239665"
"7978","-70.8034046347","42.1040559232"
"7979","-70.8035081514","42.1038151471"
"7979","-70.8037015741","42.1040239665"
"7980","-70.8037015741","42.1040239665"
"7980","-70.8039171078","42.1042149148"
"7981","-70.7823036531","42.0774181734"
"7981","-70.7819566865","42.076350068"
"7982","-70.7826040798","42.0783388992"
"7982","-70.7823036531","42.0774181734"
"7983","-70.7834449918","42.0804870505"
"7983","-70.782792445","42.0788825455"
"7984","-70.7839317978","42.0814341044"
"7984","-70.7834449918","42.0804870505"
"7985","-70.803133382","42.1040874772"
"7985","-70.8039171078","42.1042149148"
"7986","-70.8009607896","42.0278291848"
"7986","-70.8016442741","42.0293027468"
"7987","-71.569774813","42.6667692956"
"7987","-71.5677532552","42.6671975352"
"7988","-70.8415719067","42.0435029078"
"7988","-70.8420701342","42.0435111253"
"7989","-70.8420701342","42.0435111253"
"7989","-70.8421936945","42.0434989147"
"7990","-70.7724035042","42.1075211835"
"7990","-70.7700776035","42.1078285139"
"7991","-70.7730999459","42.1074059988"
"7991","-70.7724035042","42.1075211835"
"7992","-71.6118274501","42.6588679013"
"7992","-71.6098973602","42.6594614082"
"7993","-71.5555792812","42.6659071752"
"7993","-71.5542598836","42.6657682678"
"7994","-71.5877713684","42.6662034054"
"7994","-71.5863961499","42.6660024591"
"7995","-71.558677697","42.6662584103"
"7995","-71.5571485951","42.6660836367"
"7996","-71.6110927632","42.6363836194"
"7996","-71.6098090626","42.6358981691"
"7997","-71.6470689717","42.6477294145"
"7997","-71.6460295271","42.6475377512"
"7998","-71.5888046627","42.6495116592"
"7998","-71.5860357283","42.6530285091"
"7998","-71.5842340598","42.6543210702"
"7998","-71.5840945879","42.656474355"
"7999","-71.6353210301","42.6458893363"
"7999","-71.6342006454","42.645774181"
"8000","-71.6370759113","42.6460083613"
"8000","-71.6353210301","42.6458893363"
"8001","-71.1245859915","42.6723482352"
"8001","-71.1251916478","42.6727828644"
"8002","-71.1239352442","42.6718678819"
"8002","-71.1245859915","42.6723482352"
"8003","-71.1181118367","42.6676042003"
"8003","-71.1187160911","42.6680586464"
"8004","-71.1187160911","42.6680586464"
"8004","-71.1217781643","42.6703029004"
"8005","-71.1217781643","42.6703029004"
"8005","-71.1239352442","42.6718678819"
"8006","-71.1151161778","42.7149457383"
"8006","-71.1154532661","42.7152506765"
"8007","-70.8214281005","42.038764707"
"8007","-70.821530372","42.0387304219"
"8008","-70.7932042935","42.020942385"
"8008","-70.7960483851","42.0222861546"
"8009","-70.7941440308","42.0837384529"
"8009","-70.7917970381","42.086598498"
"8010","-70.8404609159","42.0601283838"
"8010","-70.8383370471","42.0596422149"
"8011","-70.7668831671","42.1081491238"
"8011","-70.7658901855","42.108244614"
"8011","-70.7657331976","42.1082604885"
"8011","-70.7655758902","42.1082707371"
"8012","-70.7669080749","42.1081467298"
"8012","-70.7668831671","42.1081491238"
"8013","-70.7675556676","42.1080844499"
"8013","-70.7669080749","42.1081467298"
"8014","-70.7819566865","42.076350068"
"8014","-70.7814561569","42.0750144534"
"8015","-70.8194907165","42.0650444731"
"8015","-70.8170596836","42.0666441268"
"8016","-70.8209133438","42.0635135627"
"8016","-70.8194907165","42.0650444731"
"8017","-70.774237368","42.1130725311"
"8017","-70.7714608939","42.1111573447"
"8017","-70.7682895607","42.1089858959"
"8017","-70.7678331137","42.1086706089"
"8017","-70.7676191381","42.1085196067"
"8017","-70.7670043661","42.1080913963"
"8017","-70.7667876112","42.1079476073"
"8018","-70.8350746695","42.058673452"
"8018","-70.8348821877","42.0585400969"
"8019","-70.835332737","42.0588527744"
"8019","-70.8350746695","42.058673452"
"8020","-70.75437263","42.0993181318"
"8020","-70.7506117737","42.0955801097"
"8021","-71.5805480862","42.6747110837"
"8021","-71.576563414","42.6739559334"
"8022","-71.5624258285","42.6869351883"
"8022","-71.5622117074","42.68749399"
"8023","-71.5609054326","42.6665340678"
"8023","-71.558677697","42.6662584103"
"8024","-70.821530372","42.0387304219"
"8024","-70.8212833803","42.0384262156"
"8025","-71.576563414","42.6739559334"
"8025","-71.5725374765","42.6749629623"
"8026","-71.5968721856","42.6290251137"
"8026","-71.599453983","42.6309738168"
"8027","-71.5931288001","42.6265106096"
"8027","-71.5968721856","42.6290251137"
"8028","-71.597235124","42.6351240012"
"8028","-71.5969517711","42.6377950597"
"8029","-71.6394233893","42.6461528358"
"8029","-71.6380412983","42.6460676421"
"8030","-71.6380412983","42.6460676421"
"8030","-71.6354212991","42.6483045956"
"8031","-71.6559748426","42.649291177"
"8031","-71.6470689717","42.6477294145"
"8032","-71.5571485951","42.6660836367"
"8032","-71.5555792812","42.6659071752"
"8033","-71.6380412983","42.6460676421"
"8033","-71.6379372597","42.6460627333"
"8034","-71.6278355984","42.641387243"
"8034","-71.6261076718","42.6400962109"
"8035","-71.6342006454","42.645774181"
"8035","-71.6317356569","42.6447350248"
"8036","-71.5863961499","42.6660024591"
"8036","-71.5858153099","42.6659269398"
"8037","-71.6098090626","42.6358981691"
"8037","-71.607592326","42.6345257456"
"8038","-71.5428257649","42.6661691617"
"8038","-71.5421678411","42.666177843"
"8039","-71.6098973602","42.6594614082"
"8039","-71.6079442301","42.6601206292"
"8040","-71.6379372597","42.6460627333"
"8040","-71.6370759113","42.6460083613"
"8041","-71.5897176532","42.6489140064"
"8041","-71.5888046627","42.6495116592"
"8042","-71.3412128632","41.9663328094"
"8042","-71.3390944641","41.9663757179"
"8043","-70.7667876112","42.1079476073"
"8043","-70.7631919794","42.1054842432"
"8044","-70.7783949211","42.1159261387"
"8044","-70.7760395069","42.1143081367"
"8045","-71.5632624622","42.6670526694"
"8045","-71.5622356021","42.6667415313"
"8046","-71.5640390284","42.6673166766"
"8046","-71.5632624622","42.6670526694"
"8047","-71.5848034615","42.6683396688"
"8047","-71.5846191136","42.6684534537"
"8048","-71.5664074906","42.6799100092"
"8048","-71.5651576515","42.6820579813"
"8049","-71.5672966612","42.6781448232"
"8049","-71.5664074906","42.6799100092"
"8050","-71.5725374765","42.6749629623"
"8050","-71.56918471","42.6759370902"
"8051","-71.5455007502","42.6659115824"
"8051","-71.5439054391","42.6661158678"
"8052","-71.5995894069","42.6310845399"
"8052","-71.599453983","42.6309738168"
"8053","-71.575305727","42.6654767022"
"8053","-71.5735881985","42.6667822691"
"8054","-71.6026940469","42.665005262"
"8054","-71.6016115192","42.6655200493"
"8055","-71.5753935","42.6654407818"
"8055","-71.575305727","42.6654767022"
"8056","-71.5762826915","42.6651212982"
"8056","-71.5753935","42.6654407818"
"8057","-71.604154065","42.6644036538"
"8057","-71.6026940469","42.665005262"
"8058","-71.6057377723","42.6636531623"
"8058","-71.604154065","42.6644036538"
"8059","-71.6016115192","42.6655200493"
"8059","-71.5980775717","42.6675769344"
"8060","-71.5769602427","42.6648878113"
"8060","-71.5762826915","42.6651212982"
"8061","-71.5730901421","42.6662102481"
"8061","-71.5735881985","42.6667822691"
