shapeid,y,x
199,-70.9366473351,42.8524982394
200,-70.9374729465,42.8509652166
200,-70.9374141308,42.8514065786
201,-70.906370854,42.8408937912
201,-70.9091357067,42.8376435457
202,-70.9313750607,42.8562172641
202,-70.9308672566,42.8572476372
203,-70.9315352997,42.8559529866
203,-70.9313750607,42.8562172641
204,-70.9376171413,42.8500837544
204,-70.9374729465,42.8509652166
205,-71.1521540668,42.6803529434
205,-71.1522320553,42.6811436742
206,-71.1522320553,42.6811436742
206,-71.1522500138,42.6815305291
207,-71.1521504476,42.6768441777
207,-71.1518589593,42.6758803365
208,-71.1517251585,42.6759046244
208,-71.1518128909,42.6767578379
209,-71.9315547918,42.6208503691
209,-71.9230628725,42.6244044881
210,-71.8765060978,42.6220669485
210,-71.8812731242,42.6254642937
211,-71.8812731242,42.6254642937
211,-71.8818885042,42.6258673579
212,-71.1520548635,42.6792971518
212,-71.1521084043,42.6798880749
212,-71.1521540668,42.6803529434
213,-71.1601468054,42.6641386285
213,-71.158138283,42.665350807
214,-71.1944588852,42.6648221164
214,-71.196794791,42.6699397698
215,-71.1215898496,42.6013397404
215,-71.1216243639,42.6015215839
216,-71.1216243639,42.6015215839
216,-71.121858726,42.6030791893
217,-71.1415501817,42.6576312954
217,-71.1422782334,42.6585230744
218,-71.115223051,42.6181214598
218,-71.1150577318,42.6266010319
219,-71.1640767359,42.6618191333
219,-71.16374975,42.6620972994
220,-71.1920297851,42.6588981231
220,-71.1882196031,42.6505193694
221,-71.2045345774,42.6862121474
221,-71.196551816,42.6687534629
222,-71.1485610569,42.6809354705
222,-71.1512678875,42.6796695665
222,-71.1519146994,42.6794316466
222,-71.1523447208,42.6792841597
223,-71.1943310496,42.6644378289
223,-71.1947225334,42.6641437171
224,-71.1943687675,42.6639675076
224,-71.1942476184,42.663710305
225,-71.1902254809,42.6438102671
225,-71.1889350782,42.6442647886
226,-71.1447204351,42.6627064731
226,-71.1458291121,42.6644932099
227,-71.140614739,42.6566148954
227,-71.1408208344,42.6568706038
228,-71.1403190854,42.6562000695
228,-71.140614739,42.6566148954
229,-71.1885061278,42.6444723696
229,-71.1872248142,42.645317924
230,-71.1481826573,42.6807937432
230,-71.148154806,42.6808099558
231,-71.1396778622,42.6552629729
231,-71.1401286036,42.6559228747
232,-71.16374975,42.6620972994
232,-71.1628833706,42.6626984323
233,-71.1236446634,42.6044916346
233,-71.1231054731,42.6048651554
234,-71.2287838337,42.6439796657
234,-71.2245761579,42.645865116
234,-71.2140942867,42.6498369929
234,-71.209963806,42.6519858469
234,-71.2002844678,42.65927715
235,-71.1278049725,42.6317498867
235,-71.1284969521,42.6338299393
236,-71.1362121959,42.6742443475
236,-71.13519859,42.674357615
237,-71.1879241197,42.6505292923
237,-71.1921403461,42.6597309838
238,-71.1442389947,42.6619009914
238,-71.1447204351,42.6627064731
239,-71.172735909,42.6543587125
239,-71.1717436085,42.6554299636
240,-71.1326847912,42.6448851631
240,-71.1323452484,42.6444575318
241,-71.1502129549,42.6713039296
241,-71.1507496535,42.6720707281
242,-71.1628833706,42.6626984323
242,-71.1601468054,42.6641386285
243,-71.1852057018,42.646852369
243,-71.1845716559,42.6473350709
244,-71.1265067338,42.6258469859
244,-71.1268100207,42.627284388
245,-71.178737451,42.6503853529
245,-71.1768966546,42.6511870385
246,-71.1239273715,42.6043400802
246,-71.1236446634,42.6044916346
247,-71.115322508,42.6363918381
247,-71.1153723941,42.6366142427
248,-71.1150577318,42.6266010319
248,-71.1149457023,42.6320267533
249,-71.1838853898,42.6417002724
249,-71.1854154054,42.6450373178
249,-71.1863080732,42.6469974797
250,-71.1781200059,42.6262089304
250,-71.1809364597,42.6351134601
250,-71.1838853898,42.6417002724
251,-71.2002844678,42.65927715
251,-71.1989099253,42.660338399
252,-71.1459455494,42.6646886228
252,-71.1461774554,42.6650796262
253,-71.1458291121,42.6644932099
253,-71.1459455494,42.6646886228
254,-71.1422782334,42.6585230744
254,-71.1436410622,42.6607128845
255,-71.1758651109,42.6185576659
255,-71.1766094715,42.6211112957
256,-71.1863080732,42.6469974797
256,-71.1879241197,42.6505292923
257,-71.1860664655,42.6462027903
257,-71.1857376044,42.6464394775
257,-71.1852057018,42.646852369
258,-71.1717436085,42.6554299636
258,-71.170236615,42.6569993601
259,-71.1259564544,42.6225115653
259,-71.126302573,42.6247187952
260,-71.1664792715,42.6604769016
260,-71.1659739237,42.6608951642
261,-71.1213613126,42.6002810733
261,-71.1215898496,42.6013397404
262,-71.1768966546,42.6511870385
262,-71.1745420179,42.6527023544
263,-71.13519859,42.674357615
263,-71.1341297315,42.6743666165
264,-71.1939029382,42.6642104595
264,-71.1898770103,42.6667895155
265,-71.1518754832,42.6773999865
265,-71.1519625111,42.6782785148
265,-71.1520432769,42.6791852085
266,-71.1747972984,42.428584668
266,-71.1744298009,42.4281896791
267,-71.1744298009,42.4281896791
267,-71.1741661679,42.4276224075
268,-71.176050814,42.4292262692
268,-71.1753862246,42.4289695074
269,-71.1600603867,42.4045907321
269,-71.1561195574,42.4023870395
270,-71.1581574714,42.4114639172
270,-71.1580387776,42.411824799
271,-71.1562905791,42.413024832
271,-71.1561049367,42.4131621312
272,-71.1561049367,42.4131621312
272,-71.155701843,42.4134895308
273,-71.1584312168,42.4097744601
273,-71.158244641,42.4101227647
274,-71.158244641,42.4101227647
274,-71.158175751,42.4107510619
275,-71.1587591996,42.4094637127
275,-71.1584312168,42.4097744601
276,-71.1289598643,42.6352134485
276,-71.1297596506,42.6374776362
277,-71.1284969521,42.6338299393
277,-71.1289598643,42.6352134485
278,-71.1537405144,42.430256286
278,-71.1555033509,42.4346526433
279,-71.1333843544,42.5992525247
279,-71.1322141627,42.5998854504
280,-71.122237118,42.6052606701
280,-71.1222852921,42.6055344417
281,-71.152909309,42.4239811447
281,-71.1525022109,42.4245043225
282,-71.1322141627,42.5998854504
282,-71.1241446239,42.6042125049
283,-71.152253887,42.4249143255
283,-71.152042036,42.4256305243
284,-71.1533540803,42.4234417569
284,-71.152909309,42.4239811447
285,-71.1525022109,42.4245043225
285,-71.152253887,42.4249143255
286,-71.2803785259,41.9439823129
286,-71.279811985,41.9437986305
287,-71.2814027472,41.9443116619
287,-71.2803785259,41.9439823129
288,-71.2766296322,41.9439616676
288,-71.279588406,41.9444496584
289,-71.1357371887,42.6493750224
289,-71.1353303195,42.6486400749
290,-71.1559361553,42.4190933097
290,-71.1546565757,42.4192312676
291,-71.1422638297,42.4057630059
291,-71.1425096388,42.4059629568
292,-71.1404794012,42.4043653925
292,-71.1407875822,42.4046099949
293,-71.1882196031,42.6505193694
293,-71.1859811974,42.6456247804
294,-71.1507796556,42.4164118469
294,-71.1505720701,42.4163588867
295,-71.1627642146,42.4217771966
295,-71.1621561479,42.4214479396
296,-71.1921403461,42.6597309838
296,-71.1937825509,42.6633551434
296,-71.1943408159,42.6645602581
297,-71.1468933402,42.4175782241
297,-71.1462819553,42.4181705269
298,-71.1493558792,42.4161975703
298,-71.1489216783,42.4162402064
299,-71.15642607,42.4190396303
299,-71.1559361553,42.4190933097
300,-71.1533024193,42.4294323487
300,-71.1533750311,42.4295955875
301,-71.1533750311,42.4295955875
301,-71.1537405144,42.430256286
302,-71.1740126132,42.4272896866
302,-71.1733436843,42.4266933598
303,-71.1792344097,42.4302969348
303,-71.178435391,42.4299599226
304,-71.1353303195,42.6486400749
304,-71.1345954744,42.6475642317
305,-71.1228328495,42.6081979279
305,-71.1223895996,42.6054901666
306,-71.1450252413,42.4196785557
306,-71.1443641727,42.4203871697
307,-71.1522239677,42.4197590452
307,-71.1528150541,42.4202632952
308,-71.1768108693,42.4294557215
308,-71.176050814,42.4292262692
309,-71.1869545641,42.6455242417
309,-71.1864130686,42.6459272735
309,-71.1860664655,42.6462027903
310,-71.1493867437,42.3998958128
310,-71.1476062804,42.3993590883
311,-71.1417337463,42.4053511703
311,-71.1418911035,42.4054838854
312,-71.138820028,42.4030431894
312,-71.1390732226,42.4032519649
313,-71.1377206584,42.4021313693
313,-71.1378884355,42.4022652518
314,-71.121858726,42.6030791893
314,-71.122237118,42.6052606701
315,-71.140239085,42.4041693957
315,-71.1404794012,42.4043653925
316,-71.1433056299,42.4065815532
316,-71.1439534131,42.4070950294
317,-71.1603049379,42.4080458528
317,-71.1592380481,42.4089840468
318,-71.1945386221,42.6637249017
318,-71.1939029382,42.6642104595
319,-71.1223895996,42.6054901666
319,-71.1221799261,42.6042246581
319,-71.1221731412,42.6041813096
320,-71.1222852921,42.6055344417
320,-71.1228328495,42.6081979279
321,-71.145256291,42.4081101733
321,-71.1458584528,42.40857342
322,-71.16375833,42.4223438981
322,-71.1627642146,42.4217771966
323,-71.1642588316,42.4226233187
323,-71.16375833,42.4223438981
324,-71.1829584583,42.6486763566
324,-71.1813502879,42.6495709009
325,-71.1832623439,42.648395781
325,-71.1829584583,42.6486763566
326,-71.1813502879,42.6495709009
326,-71.1799536175,42.6500297664
327,-71.1341297315,42.6743666165
327,-71.1326771823,42.6743077704
328,-71.1326771823,42.6743077704
328,-71.1317269,42.6742650628
329,-71.1317269,42.6742650628
329,-71.1293271655,42.6745752431
330,-71.1838849923,42.6478609454
330,-71.1835351472,42.6481424797
331,-71.1733252882,42.6538197604
331,-71.172735909,42.6543587125
332,-71.1835351472,42.6481424797
332,-71.1832623439,42.648395781
333,-71.9184768325,42.6349692143
333,-71.9228699882,42.6355640475
334,-71.9228699882,42.6355640475
334,-71.9245985903,42.6364359892
335,-71.1967551806,42.4161062371
335,-71.2005434353,42.4170339258
336,-71.1956616537,42.415812466
336,-71.1967551806,42.4161062371
337,-71.7957776796,42.6638766696
337,-71.7929930031,42.6656954459
337,-71.7942509235,42.6690809718
338,-71.7961004772,42.6638004613
338,-71.7957776796,42.6638766696
339,-71.794185987,42.6370271714
339,-71.7940015084,42.6377466536
340,-71.1521664555,42.4150307454
340,-71.1513930346,42.4146564817
341,-71.1547332374,42.4019078604
341,-71.159110737,42.4043441446
342,-71.1521956012,42.4008740942
342,-71.1547332374,42.4019078604
343,-71.159110737,42.4043441446
343,-71.1634802431,42.4057714066
344,-71.1634649498,42.4060598976
344,-71.1641643029,42.4055420311
344,-71.1643883734,42.4053811986
345,-71.1740562194,42.4093692164
345,-71.1831270997,42.4113085683
345,-71.1861459528,42.4122947976
346,-71.7770865838,42.6719944892
346,-71.7743520905,42.6722310912
347,-71.7927995213,42.6782262618
347,-71.7920853022,42.6796807723
348,-71.7955887605,42.6727312785
348,-71.7927995213,42.6782262618
349,-71.1485969585,42.4119201472
349,-71.148777061,42.4122245722
350,-71.1513930346,42.4146564817
350,-71.1501733442,42.4136945508
351,-71.9165251174,42.6359702575
351,-71.9170789668,42.6356621798
352,-71.9097727209,42.6357693521
352,-71.910958118,42.6357538857
353,-71.9092538669,42.6357813171
353,-71.9097727209,42.6357693521
354,-71.9111791741,42.6357643545
354,-71.9129045395,42.6360513319
355,-71.9072873382,42.6358175217
355,-71.9081113831,42.6358061738
356,-71.9081301034,42.636960084
356,-71.9082903814,42.6392325781
357,-71.9142520366,42.6288665968
357,-71.9114312306,42.630431317
358,-71.1642341198,42.4053346078
358,-71.1639206558,42.4055649521
358,-71.1633037985,42.4060245423
359,-71.1462819553,42.4181705269
359,-71.1458839017,42.4186474458
360,-71.1458839017,42.4186474458
360,-71.1454348918,42.4191796019
361,-71.9356847363,42.6147977042
361,-71.9343882725,42.6157444507
362,-71.98204359,42.6551754721
362,-71.9846491287,42.6555711587
363,-71.8693410742,42.687566749
363,-71.8605842438,42.6856211946
364,-71.8705193432,42.6878757448
364,-71.8693410742,42.687566749
365,-71.1568249487,42.4126879304
365,-71.1562905791,42.413024832
366,-71.1645516115,42.4227633948
366,-71.1642588316,42.4226233187
367,-71.1509620761,42.4171365562
367,-71.1510259346,42.4181119191
368,-71.1859811974,42.6456247804
368,-71.1858270962,42.6452747465
369,-71.2006872607,42.6595341915
369,-71.2080825998,42.6538411816
369,-71.2122046493,42.6514151892
369,-71.2262359377,42.6456966111
370,-71.143623832,42.4204394602
370,-71.1434050337,42.4204207736
371,-71.9270691051,42.6376737708
371,-71.9331369589,42.6412970006
371,-71.9380947848,42.6431727141
371,-71.944314636,42.6449454649
372,-71.9245985903,42.6364359892
372,-71.9270691051,42.6376737708
373,-71.944314636,42.6449454649
373,-71.9450889715,42.6451624789
374,-71.9450889715,42.6451624789
374,-71.9463012331,42.6454453109
375,-71.9475717869,42.6454555882
375,-71.9487305271,42.6451765223
376,-71.9463012331,42.6454453109
376,-71.9475717869,42.6454555882
377,-71.9417194848,42.6088596951
377,-71.9409264513,42.6095502789
378,-71.9409264513,42.6095502789
378,-71.9404028678,42.6101351768
379,-71.9404028678,42.6101351768
379,-71.9383988114,42.6124322025
380,-71.9698586512,42.6505343778
380,-71.9702595339,42.6506570919
381,-71.9600894896,42.6473390814
381,-71.963253723,42.6480573042
381,-71.9698586512,42.6505343778
382,-71.8818885042,42.6258673579
382,-71.8862072706,42.6279443344
383,-71.1453425565,42.3986748767
383,-71.1443820687,42.3983878614
384,-71.1476062804,42.3993590883
384,-71.1453425565,42.3986748767
385,-71.1522239677,42.4197590452
385,-71.152729814,42.4193993376
386,-71.910958118,42.6357538857
386,-71.9111791741,42.6357643545
387,-71.8147382038,42.6758815235
