shapeid,y,x
91,-71.0858498,42.3703732
91,-71.0860062,42.3696989
92,-71.0909464,42.3609124
92,-71.0908599,42.3608606
92,-71.0907955,42.3609162
92,-71.0907004,42.360947
92,-71.0906164,42.3609527
92,-71.0905209,42.3609371
92,-71.0903929,42.3608989
92,-71.0903255,42.3608987
92,-71.0897966,42.3610807
92,-71.0896557,42.3611292
92,-71.0895738,42.3611571
92,-71.0895293,42.3611682
92,-71.0894505,42.3611696
92,-71.0890444,42.3611464
92,-71.0888839,42.3611139
92,-71.0882959,42.3611079
93,-71.0907854,42.3609723
93,-71.0906434,42.3610206
93,-71.0906552,42.3611436
94,-71.0906552,42.3611436
94,-71.0906588,42.3611745
94,-71.0905951,42.3611772
94,-71.0906033,42.3612787
94,-71.0905845,42.3613241
94,-71.0905597,42.3613432
94,-71.0904725,42.3613588
94,-71.0904532,42.3613647
94,-71.0904132,42.3613896
94,-71.0903404,42.3614434
94,-71.0903095,42.3614528
94,-71.0902713,42.3614534
94,-71.0902385,42.3614454
94,-71.0902013,42.3614373
94,-71.0901603,42.3614373
94,-71.09012,42.3614408
94,-71.0901085,42.3614418
95,-71.0854661,42.3616775
95,-71.0853686,42.3616882
95,-71.0852589,42.361676
96,-71.09182,42.372562
96,-71.09173,42.372915
96,-71.091606,42.373482
96,-71.0914802,42.3740103
97,-71.0901085,42.3614418
97,-71.0899678,42.3614869
98,-71.085037,42.3619124
98,-71.0852236,42.3619254
99,-71.0899401,42.3615447
99,-71.0899899,42.3616467
100,-71.090667,42.3706678
100,-71.08977,42.370398
100,-71.0894818,42.3703047
101,-71.0824806,42.3734784
101,-71.0821562,42.3736037
101,-71.0820567,42.3736771
101,-71.081994,42.37378
102,-71.0899678,42.3614869
