shapeid,y,x
78,-71.0729217,42.3628914
78,-71.0728229,42.3635407
78,-71.0727863,42.3637656
78,-71.0727629,42.3638626
78,-71.0727344,42.3639439
78,-71.0726763,42.364065
78,-71.072599,42.3641824
78,-71.0724941,42.3642997
78,-71.07238,42.3643975
78,-71.0722548,42.3644878
78,-71.0721387,42.3645563
78,-71.0720003,42.36463
78,-71.0718241,42.3647067
78,-71.0716459,42.3647729
78,-71.0714953,42.3648121
78,-71.0713242,42.3648504
78,-71.0709841,42.3649174
78,-71.0709271,42.3649159
79,-71.0927809,42.3848506
79,-71.0926581,42.38468
79,-71.0926368,42.3846336
79,-71.0926379,42.3845939
79,-71.092648,42.3845473
79,-71.0924821,42.3844324
79,-71.0923984,42.384374
79,-71.0923189,42.3843137
79,-71.0922524,42.3842539
79,-71.0921897,42.3841933
79,-71.0921664,42.3841674
79,-71.0921013,42.384095
79,-71.0919968,42.383964
79,-71.0918994,42.3838675
80,-71.103454,42.3772413
80,-71.1034059,42.3772481
80,-71.1021876,42.3772578
80,-71.101673,42.377291
80,-71.1012211,42.3773008
80,-71.1011852,42.3773016
80,-71.101122,42.377303
81,-71.0913566,42.3837448
81,-71.0914423,42.3837649
81,-71.0915241,42.3837891
81,-71.09169,42.3838667
81,-71.0917998,42.383935
81,-71.0919309,42.3840602
81,-71.0921681,42.3843005
81,-71.0924494,42.3845667
81,-71.0926181,42.3847216
81,-71.0927809,42.3848506
82,-71.0897914,42.3521463
82,-71.0897839,42.352117
83,-71.0955886,42.3769467
83,-71.095463,42.3771395
83,-71.0954494,42.3771637
83,-71.0953402,42.377329
84,-71.0838779,42.3529994
84,-71.0838504,42.3529498
85,-71.1010554,42.3806232
85,-71.1007802,42.3810734
85,-71.1005733,42.3814331
85,-71.1005265,42.3815145
86,-71.0812632,42.3530642
86,-71.0810412,42.3526617
86,-71.0808971,42.3523686
86,-71.0808863,42.3523466
86,-71.0808552,42.3522835
86,-71.0808258,42.3522238
86,-71.0806469,42.3518601
86,-71.0804567,42.3514734
86,-71.0803671,42.3512914
86,-71.0802824,42.3511191
86,-71.0800808,42.3507093
86,-71.0798846,42.3503105
86,-71.0796887,42.3499122
86,-71.0794908,42.3495098
86,-71.0794504,42.3494207
86,-71.0791775,42.348843
86,-71.0791008,42.3486861
86,-71.0786876,42.3478559
86,-71.0786418,42.3477995
86,-71.0785707,42.3477448
87,-71.1138207,42.3735583
87,-71.1144723,42.3734509
87,-71.1147035,42.3738362
88,-71.1035751,42.3839335
88,-71.1033218,42.3838406
88,-71.102723,42.383621
88,-71.1021055,42.3834141
89,-71.0915006,42.3509259
89,-71.0914204,42.3509648
89,-71.0913268,42.3510049
89,-71.0912198,42.3510418
89,-71.090401,42.3512961
89,-71.0889994,42.3516762
89,-71.0884067,42.3518235
89,-71.0882433,42.3518675
89,-71.0880377,42.3519268
89,-71.0874126,42.3521207
90,-71.1144723,42.3734509
90,-71.1144949,42.3734368
91,-71.0929903,42.35051
91,-71.0929485,42.3504651
91,-71.0929128,42.3503996
91,-71.0928918,42.3503098
91,-71.0928733,42.3499293
91,-71.0928488,42.3491674
91,-71.0928454,42.3489481
91,-71.0928427,42.3488325
92,-71.087917,42.373499
92,-71.087911,42.373517
92,-71.087835,42.373632
92,-71.0876727,42.3737494
92,-71.087647,42.373768
93,-71.0859201,42.3887428
93,-71.085891,42.3887867
93,-71.0858568,42.3888279
93,-71.0848619,42.3898119
93,-71.0846182,42.3900439
93,-71.0843513,42.3903028
93,-71.0839152,42.3907281
94,-71.0994056,42.3765542
94,-71.099309,42.376569
94,-71.0991648,42.3765873
95,-71.079812,42.3541687
95,-71.0796669,42.3542128
95,-71.0795316,42.3542549
95,-71.0794117,42.3542965
95,-71.0792618,42.3543533
95,-71.0791309,42.3544066
95,-71.078997,42.3544565
95,-71.0788561,42.3545015
95,-71.0787293,42.3545375
95,-71.0785998,42.3545746
95,-71.0775733,42.3548519
96,-71.086913,42.3836734
96,-71.087739,42.3838109
96,-71.087857,42.3838381
96,-71.0890909,42.3842175
97,-71.0719941,42.3574273
97,-71.0718839,42.3571548
97,-71.0718491,42.3570688
97,-71.0716691,42.356624
97,-71.0715216,42.3562595
97,-71.0714664,42.3561233
97,-71.0713107,42.3557386
98,-71.0732902,42.3558058
98,-71.0732353,42.3557037
98,-71.0730792,42.3553748
98,-71.0730391,42.3552903
99,-71.084212,42.384563
99,-71.084518,42.38413
99,-71.084823,42.38369
99,-71.0851454,42.3831851
99,-71.0851763,42.3831336
99,-71.0853872,42.3828206
99,-71.0855831,42.3825298
99,-71.0858999,42.3820532
99,-71.0859237,42.382018
99,-71.0860815,42.3817853
99,-71.0861986,42.3815571
99,-71.0862198,42.3814728
